gene_id,gene_symbol,fpkm_C42B0,fpkm_C42B25nM,fpkm_C42B50nM,tpm_C42B0,tpm_C42B25nM,tpm_C42B50nM,read_count_C42B0,read_count_C42B25nM,read_count_C42B50nM
7707,ZNF148,5.25,5.99,4.8,9.72,11.33,8.86,942.01,1048.8,812.76
7709,ZBTB17,7.61,12.24,12.29,14.09,23.16,22.69,406.63,635.8,604.44
7710,ZNF154,0.09,0.14,0.15,0.17,0.26,0.28,11.78,17.45,18.47
7711,ZNF155,2.19,1.77,1.74,4.05,3.34,3.22,111.33,97.91,86.82
7712,ZNF157,0.17,0.18,0.34,0.32,0.34,0.62,8.03,8.15,14.91
7716,VEZF1,9.45,12.12,11.79,17.5,22.92,21.77,822,1027,968.91
7718,ZNF165,7.88,6.65,7.98,14.6,12.58,14.73,251.48,201.42,256.27
7726,TRIM26,26.14,30.32,34.15,48.41,57.36,63.06,1589,1838,1978
7727,ZNF174,11.88,11.08,11.57,22,20.95,21.36,467.72,474.79,451.39
7728,ZNF175,1.75,2.51,2.39,3.23,4.75,4.42,215.56,301.62,278.43
7730,ZNF177,0.78,1.51,1.21,1.45,2.85,2.24,34.49,66.72,51.98
7732,RNF112,0.14,0.54,0.39,0.26,1.02,0.73,19.73,40.44,29.59
7733,ZNF180,1.51,1.51,1.12,2.8,2.86,2.06,120,118,86.13
7737,RNF113A,24.99,23.41,21.71,46.27,44.29,40.08,574,523,470
7738,ZNF184,3.15,3.36,3.57,5.84,6.35,6.58,189,198,201
7739,ZNF185,1.55,2.7,2.42,2.87,5.11,4.46,110,197,173
7741,ZSCAN26,1.49,2.12,2.28,2.75,4.01,4.2,68,98,103
7743,ZNF189,3.83,7.38,6.01,7.09,13.97,11.1,233.15,427.25,335.29
7745,ZKSCAN8,1.62,2.67,2.82,3,5.04,5.21,219.57,349.7,352.18
7746,ZSCAN9,2.52,4.27,3.56,4.66,8.07,6.57,79.05,129,106
7748,ZNF195,8.59,8.4,7.55,15.91,15.89,13.95,499.67,464.68,415.88
7750,ZMYM2,15.4,13.75,12,28.51,26.02,22.16,1572.69,1524.8,1335.83
7752,ZNF200,3.26,3.28,2.52,6.04,6.21,4.66,175,185,139
7753,ZNF202,3,4.31,4.01,5.56,8.15,7.41,227,310,279
7755,ZNF205,12.96,14.57,15.32,23.99,27.55,28.3,488,534,546
7756,ZNF207,95.89,99.8,98,177.57,188.79,180.97,4036,4139,3940
7757,ZNF208,0.05,0.33,0.36,0.09,0.63,0.66,8.58,39.14,42.83
7760,ZNF213,10.05,13.98,17.13,18.6,26.45,31.63,616,843,997
7761,ZNF214,0.31,0.83,0.5,0.58,1.56,0.92,29,75,44
7762,ZNF215,4.02,3.26,2.56,7.45,6.17,4.73,246.31,190.49,145.1
7763,ZFAND5,29.08,55.56,55.21,53.85,105.1,101.94,3238.98,6009.36,5775.15
7764,ZNF217,21.07,43.02,40.09,39.01,81.39,74.04,2252,4457,4025
7766,ZNF223,1.02,1.51,1.23,1.9,2.86,2.26,57.46,70.04,56.52
7767,ZNF224,1.04,0.99,1.01,1.93,1.88,1.87,82.83,81.81,77.99
7768,ZNF225,0.72,0.79,0.61,1.34,1.49,1.13,59.41,61.89,48.38
7769,ZNF226,7.53,9.55,6.53,13.95,18.06,12.05,137.79,194.98,135.43
7770,ZNF227,3.3,3.73,3.3,6.12,7.06,6.09,174,188,164
7771,ZNF112,0.62,0.72,0.9,1.15,1.35,1.66,43,48,58.26
7772,ZNF229,2.18,2.2,1.82,4.04,4.16,3.37,205,203.01,162.01
7773,ZNF230,0.31,0.42,0.45,0.58,0.8,0.84,24.1,31.66,32.93
7775,ZNF232,27.76,19.56,18.03,51.41,36.99,33.29,869.93,617.63,561.08
7776,ZNF236,1.85,2.07,1.53,3.42,3.92,2.83,275,295,210
7779,SLC30A1,6.59,19.3,15.97,12.2,36.52,29.49,731,2083,1670
7780,SLC30A2,0.23,0.91,0.84,0.43,1.72,1.55,14.04,52.16,47.43
7781,SLC30A3,0.66,0.54,0.47,1.21,1.01,0.87,28,23.04,20.3
7782,SLC30A4,47.65,28.86,23.61,88.23,54.6,43.6,4212.65,3167.54,2340.83
7783,ZP2,0.06,0.33,0.25,0.11,0.63,0.46,2.97,16.6,12.01
7784,ZP3,55.28,23.46,31.34,102.36,44.39,57.87,1285.94,550.09,686.56
7786,MAP3K12,3.67,6.31,6.68,6.8,11.93,12.34,355.77,524.9,504.15
7789,ZXDA,1.21,1.78,1.86,2.24,3.38,3.44,118.63,169.84,171.96
7791,ZYX,46.51,90.72,118.26,86.14,171.62,218.39,1922.91,3641.46,4588.88
7798,LUZP1,2,2.98,2.64,3.7,5.63,4.87,318,460,396
7799,PRDM2,6.82,7.78,7.86,12.63,14.73,14.52,744.98,868.48,833.16
7802,DNALI1,0.16,0.13,0.09,0.3,0.24,0.16,8,6,4
7803,PTP4A1,45.05,60.16,51.98,83.41,113.81,96,3738,4906,4120
7804,LRP8,10.15,2.86,2.82,18.79,5.4,5.2,959,277,274
7805,LAPTM5,0.13,0.24,0.39,0.24,0.46,0.73,5,9,15
7809,BSND,0.04,0.04,0.04,0.07,0.08,0.07,6.57,7.94,6.68
7812,CSDE1,188.49,176.52,156.31,349.06,333.92,288.65,13559.96,12384.54,10575.74
7813,EVI5,1.44,1.54,1.48,2.66,2.92,2.74,194.81,198.84,181.07
7818,DAP3,111.57,91.97,84.34,206.61,173.98,155.74,3267.09,2624.94,2350.68
7832,BTG2,11.4,40.66,48.38,21.11,76.92,89.33,580,2012,2320
7837,PXDN,2.24,5.46,5.25,4.15,10.32,9.7,280,671,632
7840,ALMS1,0.58,0.82,0.81,1.08,1.55,1.49,142,193,185
7841,MOGS,13.37,18.1,19.33,24.76,34.25,35.7,679,901,915
7844,RNF103,11.98,14.17,14.84,22.18,26.81,27.41,694.61,777.46,777.94
7846,TUBA1A,1.57,3.67,4.66,2.91,6.94,8.61,58.96,109.94,136.38
7849,PAX8,0.12,0.26,0.4,0.22,0.5,0.75,8,18,27
7850,IL1R2,0.21,1.32,1.38,0.38,2.49,2.54,6,33,34
7851,MALL,4.8,1.49,1.7,8.89,2.82,3.14,205.95,62.34,68.2
7852,CXCR4,0.1,1.14,0.79,0.18,2.15,1.47,3,34,23
7855,FZD5,6.4,7.77,7.11,11.85,14.71,13.13,866.93,1022.13,892.26
7857,SCG2,0.07,0.09,0.09,0.12,0.17,0.17,3,4,4
7862,BRPF1,4.22,4.58,5.74,7.82,8.67,10.59,371,398,478
7866,IFRD2,69.27,62.64,56.29,128.27,118.5,103.95,2709,2382.46,2075.12
7867,MAPKAPK3,34.78,32.09,33.55,64.4,60.71,61.95,1653,1488,1505
7869,SEMA3B,2.51,4.21,5.92,4.64,7.96,10.93,136.56,219.38,306.47
7871,SLMAP,6.91,7.06,6.04,12.8,13.35,11.15,738,682,592
7873,MANF,382.36,92.2,85.51,708.05,174.42,157.91,6243,1464,1316
7874,USP7,32.11,27.82,24.19,59.46,52.63,44.68,3086,2605,2193
7879,RAB7A,160.75,232.29,250.71,297.68,439.43,462.97,6519,9161,9583
7881,KCNAB1,0.32,0.34,0.37,0.59,0.65,0.68,42.24,44.34,47.06
7884,SLBP,50.47,49.97,42.76,93.46,94.53,78.95,1682,1620,1342
7903,ST8SIA4,0.31,0.5,0.49,0.58,0.94,0.91,21.84,41.8,48.21
7905,REEP5,78.02,90.39,87.18,144.47,170.99,160.99,4380.05,4936.02,4613.95
7913,DEK,68.3,47.16,44.8,126.49,89.21,82.72,3686,2510,2320
7915,ALDH5A1,2.96,4.06,3.88,5.49,7.68,7.17,285.97,375.55,352.91
7916,PRRC2A,122.32,119.86,137.4,226.51,226.75,253.72,15835,15096,16764
7917,BAG6,82.14,98.16,118.46,152.11,185.69,218.74,5731.24,6678.59,7825
7918,GPANK1,19.66,22.6,23.41,36.4,42.76,43.22,641.01,692.57,693.92
7919,DDX39B,167.46,92.18,100.5,310.11,174.39,185.59,4884,2619,2776
7920,ABHD16A,18.08,20.87,21.8,33.47,39.47,40.25,662,743,752
7922,SLC39A7,127.78,116.96,112.29,236.62,221.25,207.36,5304.62,4659.31,4314.25
7923,HSD17B8,36.1,34.73,45.95,66.85,65.69,84.85,636,595,763
7932,OR2H2,0.04,0.09,0.03,0.07,0.17,0.06,3.94,8.89,3.24
7936,NELFE,82.53,79.27,93.69,152.84,149.95,173.01,2040,1912,2195
7940,LST1,0,0.11,0.11,0,0.2,0.2,0,1,1
7941,PLA2G7,2.54,6.42,5.75,4.71,12.15,10.61,85.81,217.47,193.48
7942,TFEB,9.06,23.39,18.62,16.77,44.25,34.38,374,922,713
7957,EPM2A,2.22,2.51,2.47,4.1,4.75,4.56,100,119.02,114
7965,AIMP2,125.46,158.8,154.38,232.32,300.4,285.09,2716.61,3340.02,3150.83
7975,MAFK,13,9.69,10.57,24.08,18.32,19.51,815.86,582.76,623.87
7976,FZD3,5.02,4.81,3.23,9.29,9.09,5.97,300.87,367.88,285.36
7978,MTERF1,7.28,8.44,5.74,13.48,15.96,10.59,295.3,321.6,224.33
7979,SEM1,101.82,119.66,122.1,188.56,226.36,225.46,868,992,981
7980,TFPI2,0.08,0.1,0,0.14,0.19,0,3,4,0
7982,ST7,26.15,21.07,19.72,48.43,39.86,36.42,1074,875,816
7984,ARHGEF5,20.14,28.4,29.55,37.29,53.73,54.56,2077.39,2849.1,2872.73
7988,ZNF212,7.14,8.5,9.7,13.23,16.07,17.91,374.09,432.62,478.79
7991,TUSC3,19.3,19.52,18.58,35.74,36.92,34.3,1290,1265,1172
7993,UBXN8,16.7,11.61,10.11,30.93,21.97,18.68,447.98,301.98,249.99
7994,KAT6A,5.23,5.63,5.57,9.69,10.65,10.29,908,947.32,908.57
8000,PSCA,18.23,33.09,35.58,33.77,62.59,65.7,323,570,594
8001,GLRA3,0,0,0.01,0,0,0.02,0,0,2.06
8013,NR4A3,0.05,0.09,0.16,0.09,0.17,0.29,5,9.16,11
8019,BRD3,13.18,16.28,16.05,24.4,30.8,29.63,1273.58,1523.23,1405.18
8021,NUP214,10.06,9.12,13.11,18.63,17.26,24.21,1205,1081,1458
8022,LHX3,0.12,0.15,0.21,0.23,0.29,0.38,5,6,8
8027,STAM,11.62,12.2,12.83,21.52,23.09,23.7,768,782,805
8028,MLLT10,4.83,4.58,4.64,8.94,8.67,8.57,328,307.03,291.89
8029,CUBN,0.02,0.08,0.06,0.04,0.15,0.11,4.01,13.77,9.94
8030,CCDC6,15.14,18.55,17.96,28.03,35.1,33.17,1632,1945,1825
8031,NCOA4,62.53,88.54,81.05,115.79,167.48,149.67,4148,5702,5055
8034,SLC25A16,11.95,6.75,5.11,22.14,12.77,9.43,831.88,450.2,374.33
8036,SHOC2,10.55,14.03,13.04,19.54,26.53,24.09,768,994.01,896
8038,ADAM12,0.02,0.05,0.11,0.04,0.09,0.21,3,7,14
8045,RASSF7,24.07,22.9,23.45,44.58,43.33,43.31,790,724,728
8050,PDHX,36.82,45.66,43.73,68.19,86.38,80.75,1715.03,2066.92,1916.36
8061,FOSL1,0.35,0.53,0.83,0.65,0.99,1.54,10,15,22
8065,CUL5,9.82,9.96,9.13,18.18,18.84,16.85,1038,1012,878
8073,PTP4A2,38.67,39.35,37.02,71.62,74.44,68.36,2825.02,2773.58,2524.23
8074,FGF23,0.11,0.02,0.04,0.2,0.03,0.07,6,1,2
8076,MFAP5,0.1,0.12,0,0.18,0.23,0,5.18,6.34,0
8078,USP5,59.76,64.53,71.57,110.67,122.07,132.16,3467,3638,3914
8079,MLF2,369.38,454.52,483.44,684.03,859.83,892.72,9936,11852,12170
8082,SSPN,0.03,0,0,0.05,0,0,2,0,0
8085,KMT2D,4.65,4.4,4.29,8.61,8.32,7.92,1818,1673,1582
8086,AAAS,41.91,38.22,44.53,77.61,72.3,82.22,1406,1247,1408
8087,FXR1,39.5,37.9,33.74,73.14,71.69,62.31,1836,1743,1497
8089,YEATS4,38.02,29.68,24.23,70.4,56.15,44.74,1010,769,611
8091,HMGA2,0.16,0.22,0.3,0.31,0.42,0.56,5.47,7.98,9.91
8099,CDK2AP1,161.47,211.1,169.14,299.02,399.34,312.34,3966,5028,3919
8100,IFT88,6.07,7.04,6.56,11.24,13.32,12.12,335.02,387.14,351
8106,PABPN1,51.15,41.45,34.74,94.72,78.42,64.16,1824.57,1510.98,1253.22
8110,DPF3,0.33,0.37,0.4,0.61,0.69,0.74,17,27,24
8111,GPR68,0.14,0.35,0.29,0.26,0.67,0.54,7,18,14
8115,TCL1A,0,0.04,0,0,0.08,0,0,1,0
8120,AP3B2,0.31,0.73,0.95,0.58,1.38,1.76,18.49,49.48,61.75
8125,ANP32A,81.86,92.72,91.49,151.58,175.41,168.95,3715.92,4093.37,3914.64
8128,ST8SIA2,0.01,0.03,0,0.02,0.06,0,1,3,0
8131,NPRL3,42.82,34.81,36.08,79.29,65.84,66.62,2419.01,1883.35,1897.72
8139,GAN,0.88,0.9,0.87,1.63,1.7,1.61,251.87,249.12,234.61
8140,SLC7A5,50.46,17.72,21.78,93.45,33.53,40.23,4233.81,1389.98,1681.75
8148,TAF15,95.88,77.45,76.35,177.55,146.52,140.99,3843,3019,2884
8153,RND2,0.02,0.04,0.06,0.04,0.08,0.11,1.32,2.87,3.8
8161,COIL,12.06,14.48,13.45,22.34,27.39,24.83,592,691,622
8165,AKAP1,49.61,41.2,41.52,91.87,77.93,76.67,3625,2910,2853
8170,SLC14A2,0.07,0.38,0.41,0.14,0.71,0.76,5.58,28.08,30.53
8174,MADCAM1,0.04,0.09,0.11,0.08,0.17,0.21,1,2,3
8175,SF3A2,90.55,103.32,124.4,167.68,195.45,229.72,2699,2995,3495
8178,ELL,8.38,9.67,8.06,15.51,18.3,14.88,601,679,537
8187,ZNF239,9.94,10.06,8.92,18.4,19.03,16.46,448.18,415.25,367.71
8189,SYMPK,18.97,22.43,26.22,35.12,42.44,48.41,1452.23,1670.04,1891
8190,MIA,0,0.12,0,0,0.23,0,0,1,0
8192,CLPP,77.53,51.12,55.88,143.56,96.71,103.19,3475.13,2228.48,2360.92
8193,DPF1,3.15,3.18,4.03,5.83,6.02,7.44,132,128,163
8195,MKKS,13.43,11.88,9.92,24.86,22.47,18.31,951,788,647
8200,GDF5,0,0.27,0.27,0,0.52,0.49,0,12.76,12.07
8202,NCOA3,2.71,3.34,3.05,5.02,6.32,5.64,406.85,487.98,431.78
8204,NRIP1,4.35,4.69,4.56,8.05,8.87,8.42,624,649,612
8208,CHAF1B,15.59,7.22,8.73,28.88,13.65,16.13,735.17,375.84,408.84
8209,GATD3A,45,42.51,37.36,83.34,80.41,69,1288.28,1222.37,1029.94
8214,DGCR6,0.79,0.79,2.26,1.47,1.49,4.17,17.15,16.54,46.06
8216,LZTR1,9.51,10.73,10.92,17.6,20.31,20.16,764,839,827
8218,CLTCL1,1.78,2.63,3.15,3.3,4.97,5.81,140,207,238
8220,ESS2,14.9,19.27,18.49,27.6,36.45,34.14,655.72,755.78,717.49
8224,SYN3,0.18,0.27,0.27,0.34,0.51,0.49,27.08,39.43,36.23
8225,GTPBP6,29.42,23.53,24.02,54.47,44.52,44.35,1088.89,859.17,867.7
8226,PUDP,7.98,9.39,8.63,14.77,17.76,15.94,311,356,318
8227,AKAP17A,7.76,8.59,9.1,14.36,16.26,16.8,463.92,499.87,512.95
8228,PNPLA4,8.52,8.07,8.71,15.78,15.27,16.09,523.83,453.64,486.03
8233,ZRSR2,5.76,6.25,6.54,10.67,11.83,12.07,157.79,171.85,171.16
8237,USP11,10.07,31.07,39.95,18.64,58.77,73.78,592,1790,2229
8239,USP9X,10.92,10.04,8.42,20.23,18.98,15.55,2106.9,1891.06,1539.49
8241,RBM10,35.54,36.08,43.69,65.81,68.26,80.68,2107,2102,2408
8242,KDM5C,20.58,28.46,29.26,38.11,53.83,54.03,2241,3014,3000
8243,SMC1A,16.5,16.48,15.59,30.55,31.18,28.78,3031,2944,2699
8260,NAA10,73.02,63.81,70.24,135.22,120.7,129.71,2153,1830,1952
8263,F8A1,50.24,88.48,102.58,93.03,167.38,189.43,1576.66,2700.42,3034.39
8266,UBL4A,42.73,27.84,26.32,79.13,52.67,48.61,1848,1171,1073
8269,TMEM187,10.59,6.91,5.74,19.6,13.07,10.59,282,179,144
8270,LAGE3,54.43,67.4,66.56,100.79,127.5,122.91,930,1120,1072
8273,SLC10A3,18.64,13.27,16.58,34.51,25.1,30.62,698,492,587
8277,TKTL1,0,0.05,0.14,0,0.09,0.26,0,2,6
8284,KDM5D,0.01,0.01,0,0.02,0.01,0,1,0.53,0
8288,EPX,0.08,0.51,0.57,0.15,0.96,1.04,4,25,27
8289,ARID1A,11.67,12.51,12.15,21.61,23.67,22.44,1893,1974,1858
8291,DYSF,0.06,0.1,0.17,0.1,0.19,0.31,7,12,20
8292,COLQ,0.21,0.73,0.96,0.38,1.39,1.77,11,38,50
8293,SERF1A,36.64,40.75,37.16,67.85,77.08,68.61,485.59,545.73,497.63
8294,H4C9,0.61,1.48,2.06,1.12,2.79,3.81,4,9.48,12.85
8295,TRRAP,8.13,6.02,6.68,15.06,11.38,12.34,1946,1399,1507
8301,PICALM,37.84,47.45,44.38,70.07,89.77,81.95,2526,3101,2811
8302,KLRC4,0,0.21,0,0,0.4,0,0,3.46,0
8303,SNN,19.22,35.56,33.39,35.59,67.27,61.66,1168.89,2110.76,1916.27
8309,ACOX2,0.85,4.25,4.85,1.58,8.04,8.96,36,174,190
8310,ACOX3,3.39,1.37,1.31,6.28,2.58,2.42,180.95,72.51,68.15
8312,AXIN1,21.94,13.48,13.25,40.63,25.51,24.48,1240,758,723
8313,AXIN2,1.3,3.23,3.84,2.41,6.1,7.09,105,249,286
8314,BAP1,22.29,24.71,28.75,41.27,46.74,53.1,1502,1620,1827
8315,BRAP,4.44,7.19,6.74,8.23,13.6,12.45,334,523,477
8317,CDC7,16.88,17.33,14.18,31.25,32.78,26.19,994,998,791
8318,CDC45,35.94,7.53,7.58,66.55,14.24,14,1247,249,250
8320,EOMES,0.68,1.52,1.52,1.27,2.88,2.81,37,86,79
8321,FZD1,7.11,9.45,8.45,13.16,17.87,15.61,923.52,1193.95,1035.22
8322,FZD4,5.49,3.24,3.16,10.17,6.12,5.84,764.82,438.4,415.43
8323,FZD6,15.15,16.06,13.81,28.06,30.37,25.51,1003,1012,862
8324,FZD7,0.77,1.38,1.69,1.43,2.61,3.13,55.86,97.02,115.2
8325,FZD8,1.75,2.35,2.42,3.24,4.45,4.47,104.2,136.35,135.98
8326,FZD9,7.99,9.14,9.84,14.8,17.28,18.17,348,387,404
8328,GFI1B,0.28,0.39,0.23,0.52,0.74,0.42,11.67,15.67,8.64
8329,H2AC13,3.17,9.35,7.37,5.87,17.68,13.61,26.83,76.98,58.82
8330,H2AC15,2.54,3.64,3.84,4.7,6.89,7.08,21.53,30.07,30.68
8331,H2AC14,1.75,1.14,1.2,3.24,2.16,2.22,14.17,9.02,9.18
8332,H2AC16,1.62,0.52,0.44,3,0.99,0.81,13.33,4.16,3.39
8334,H2AC6,34.4,36.85,28.35,63.71,69.71,52.34,306.99,319.77,238.41
8335,H2AC4,0.44,0.79,0.58,0.82,1.5,1.08,4,7,5
8336,H2AC17,15.29,51.2,49.24,28.32,96.86,90.93,127.17,414.08,385.93
8337,H2AC18,100.03,313.95,390.91,185.23,593.9,721.86,919.17,2805.55,3385.67
8338,H2AC20,4.83,2.48,2.67,8.94,4.69,4.93,40.79,20.38,21.26
8339,H2BC8,0,0.37,0.25,0,0.7,0.47,0,3,2
8340,H2BC13,3.1,5.56,4.57,5.73,10.51,8.44,23.62,41.23,32.9
8341,H2BC15,5.55,7.07,7.65,10.28,13.38,14.12,51.97,64.4,67.47
8342,H2BC14,0.59,0.18,0.8,1.09,0.34,1.48,4.69,1.38,6.01
8343,H2BC7,1.28,5.36,6.71,2.37,10.13,12.39,10.3,41.94,50.89
8344,H2BC6,0.14,0.16,0,0.26,0.31,0,1.14,1.26,0
8345,H2BC9,0.13,0,0,0.24,0,0,1,0,0
8347,H2BC4,8.52,25.74,27.26,15.77,48.7,50.33,66.45,195.34,200.47
8348,H2BC17,1.85,2.29,1.58,3.42,4.33,2.93,14.65,17.65,11.85
8349,H2BC21,24.59,137.63,128.68,45.55,260.35,237.63,1015.62,5526.86,5008.45
8350,H3C1,1.84,1.53,1.95,3.4,2.9,3.6,16,13,16
8351,H3C4,4.99,5.61,6.12,9.24,10.61,11.3,56.26,87.92,85.75
8353,H3C6,4.5,6.38,8.26,8.33,12.07,15.25,37,51,64
8354,H3C11,0,0,0.31,0,0,0.57,0,0,2.52
8356,H3C12,0.68,0.7,1.93,1.26,1.33,3.57,6,6,16
8357,H3C10,20.73,38.42,39.7,38.39,72.68,73.32,172,310,310.48
8358,H3C2,0.8,2.81,1.69,1.48,5.32,3.13,7,24,14
8359,H4C1,0.3,0,0.16,0.55,0,0.29,2,0,1
8362,H4C12,0,3.2,4.3,0,6.06,7.94,0,20,26
8363,H4C11,3.41,0,0,6.31,0,0,22,0,0
8364,H4C3,1.04,1.06,0.78,1.92,2.01,1.45,7,7,5
8365,H4C8,10.24,17.45,23.75,18.97,33.01,43.86,70,116,153
8366,H4C2,0.16,4.72,3.32,0.29,8.92,6.13,1,29.52,20.15
8367,H4C5,2.47,5.22,6,4.57,9.88,11.09,17,35,39
8370,H4C14,10.4,27.7,27.38,19.27,52.41,50.56,68.54,177.5,170
8372,HYAL3,16.5,10.45,9.31,30.56,19.77,17.19,534.19,322.19,279.9
8379,MAD1L1,14.3,12.31,12.28,26.49,23.29,22.67,712,586,568
8382,NME5,2.8,6,5.5,5.18,11.36,10.16,64,133,115
8386,OR1D5,0,0,0.06,0,0,0.12,0,0,1
8394,PIP5K1A,36.12,35.07,27.98,66.89,66.35,51.67,2394,2261,1763
8395,PIP5K1B,0.12,0.06,0.13,0.22,0.12,0.24,6,3,6
8396,PIP4K2B,11.8,11.88,11.37,21.85,22.47,20.99,1190,1153,1065
8398,PLA2G6,9.01,12.32,12.18,16.68,23.3,22.49,520,702,669
8399,PLA2G10,0,0.43,0.5,0,0.82,0.92,0,5.48,6.82
8402,SLC25A11,111.05,102.14,104.82,205.65,193.22,193.56,3469.59,3105.25,3084.73
8403,SOX14,0.03,0,0,0.05,0,0,1,0,0
8404,SPARCL1,0.1,0.93,0.92,0.19,1.75,1.7,5,49,47
8405,SPOP,29.69,27.56,24.51,54.98,52.14,45.27,1398.29,1283.98,1135.01
8406,SRPX,0.97,1.24,0.81,1.8,2.35,1.5,31,40,26
8407,TAGLN2,290.99,206.59,225.2,538.86,390.82,415.85,7327,5058,5344
8408,ULK1,8.34,13.61,16.17,15.44,25.75,29.87,816,1301,1489
8409,UXT,83.09,75.64,87.07,153.86,143.08,160.78,898,793,885
8411,EEA1,2.58,1.89,1.86,4.77,3.58,3.43,378,272,263.48
8412,BCAR3,4.36,11.79,11.76,8.06,22.3,21.71,210,496,477
8416,ANXA9,7.85,12.55,10.79,14.54,23.74,19.93,240,364,303
8417,STX7,8.62,12.96,11.1,15.95,24.52,20.5,452.13,778.54,616.98
8425,LTBP4,11.93,8.02,9.32,22.09,15.17,17.21,1128,734,825
8427,ZNF282,18.23,19.02,19.24,33.76,35.98,35.53,1231.18,1235.55,1224.36
8428,STK24,26.19,24.09,25.48,48.5,45.58,47.05,1305.17,1183.13,1216.88
8431,NR0B2,0.05,0.22,0.26,0.1,0.41,0.48,1,4,5
8433,UTF1,0,0.05,0,0,0.09,0,0,1,0
8434,RECK,2.6,1.95,1.26,4.82,3.69,2.32,104,85,53
8436,CAVIN2,0.04,0.09,0.09,0.06,0.17,0.17,2,5,5
8437,RASAL1,0.16,0.81,1.11,0.3,1.53,2.05,11.01,64.52,81.19
8438,RAD54L,10.1,2.65,2.98,18.7,5.02,5.51,574.98,137.66,161.72
8439,NSMAF,13.55,8.83,8.52,25.1,16.71,15.73,904,570,533
8440,NCK2,13.07,15.73,14.42,24.2,29.75,26.63,561,646,588.99
8443,GNPAT,6.49,7.31,5.84,12.03,13.84,10.79,303,329,258
8444,DYRK3,1.87,2.93,2.81,3.46,5.54,5.19,162.55,196.43,178.8
8445,DYRK2,1.71,1.88,1.92,3.17,3.56,3.55,287,307,303
8446,DUSP11,7.65,11.58,8.75,14.17,21.91,16.16,231,340,249
8447,DOC2B,0.14,0.13,0.08,0.25,0.24,0.15,15.46,14.23,8.72
8448,DOC2A,4.22,4.58,3.81,7.81,8.66,7.04,165.3,184.62,148.5
8449,DHX16,23.61,28.64,30.12,43.72,54.18,55.62,1489.18,1773.58,1717.81
8450,CUL4B,17.05,20.21,18.17,31.57,38.23,33.56,1574,1751,1561
8451,CUL4A,36.9,33.59,29.61,68.33,63.54,54.68,2449.09,2074.84,1792.17
8452,CUL3,19.67,23.64,23.33,36.43,44.73,43.08,1560,1850,1751
8453,CUL2,13.33,14.94,13.05,24.69,28.26,24.09,1051.93,1144,971
8454,CUL1,29.88,26.77,23.92,55.34,50.65,44.16,1822,1574,1369
8455,ATRN,6.29,12.49,12.42,11.64,23.63,22.94,823.89,1283.33,1190.29
8456,FOXN1,0.09,1.22,1.88,0.16,2.32,3.46,5,71,106
8458,TTF2,5.2,2.86,2.91,9.63,5.41,5.37,928.18,495.5,489.02
8459,TPST2,3.78,4.14,4.18,7,7.84,7.72,276.89,291.26,291.74
8460,TPST1,5.99,6.36,4.48,11.1,12.03,8.27,271.97,268,181
8462,KLF11,5.68,4.8,5.16,10.53,9.08,9.53,426,350,368
8463,TEAD2,4.38,5.6,5.27,8.11,10.6,9.74,157.99,205.31,194.55
8464,SUPT3H,1.86,0.53,0.51,3.44,1.01,0.94,83,28,27
8467,SMARCA5,11.73,14.44,12.99,21.72,27.31,23.99,1700.58,2035.07,1774.67
8468,FKBP6,0.12,0.28,0.12,0.22,0.53,0.23,3.1,7,3.02
8470,SORBS2,4.39,3.08,2.99,8.12,5.83,5.52,406,288,260
8471,IRS4,0.1,0.05,0.04,0.19,0.09,0.08,13,6,5
8473,OGT,21.5,23.84,18.26,39.81,45.1,33.71,2329,2497,1839
8476,CDC42BPA,6.82,8.26,7.77,12.62,15.62,14.35,1377,1617,1476
8477,GPR65,0,0.03,0,0,0.05,0,0,2.26,0
8479,HIRIP3,25.95,18.29,20.29,48.06,34.61,37.47,1200.23,835.81,897.33
8480,RAE1,26.66,26.86,23.71,49.38,50.82,43.79,818,796,684
8481,OFD1,0.76,2.2,2.14,1.41,4.17,3.95,42,101.66,104.04
8482,SEMA7A,1.06,0.96,1.02,1.96,1.82,1.89,67,59,60
8483,CILP,0.02,0,0.02,0.03,0,0.04,2,0,2.02
8484,GALR3,1.15,0.49,0.61,2.13,0.93,1.13,24,10,12
8487,GEMIN2,9.52,10,7.98,17.63,18.93,14.73,235,236,187
8490,RGS5,0.67,1.89,1.67,1.24,3.57,3.09,73,201,171
8491,MAP4K3,2.76,3.13,3.3,5.11,5.92,6.1,222,246,251
8492,PRSS12,0.13,0.56,0.48,0.25,1.07,0.89,11,38,36
8493,PPM1D,6.01,16.92,14.19,11.13,32.01,26.21,538.68,1474.2,1198.61
8495,PPFIBP2,14.66,29.51,32.11,27.14,55.83,59.3,884,1711,1786
8496,PPFIBP1,7.23,7,6.07,13.4,13.25,11.21,759.48,742.53,613.15
8497,PPFIA4,0.25,0.3,0.33,0.47,0.57,0.62,25,31,34
8498,RANBP3,34.89,38.39,40.79,64.61,72.62,75.33,1983.94,2097.84,2171.96
8499,PPFIA2,11.07,5.84,4.96,20.5,11.06,9.17,1052.38,545.59,455.83
8500,PPFIA1,15.62,16.78,15.72,28.92,31.75,29.03,1500,1540,1368
8501,SLC43A1,125.33,132.4,123.21,232.08,250.46,227.52,5520.02,5817.02,5225
